tiempo,voltaje
2.16,0.1
2.18,0.16
2.2,0.16
2.22,0.18
2.24,0.2
2.26,0.2
2.28,0.22
2.3,0.24
2.32,0.26
2.34,0.24
2.36,0.26
2.38,0.26
2.4,0.28
2.42,0.26
2.44,0.28
2.46,0.28
2.48,0.3
2.5,0.3
2.52,0.32
2.54,0.3
2.56,0.3
2.58,0.34
2.6,0.34
2.62,0.32
2.64,0.32
2.66,-0.1
2.68,-0.16
2.7,-0.2
2.72,-0.2
2.74,-0.22
2.76,-0.24
2.78,-0.24
2.8,-0.24
2.82,-0.24
2.84,-0.28
2.86,-0.26
2.88,-0.26
2.9,-0.3
2.92,-0.3
2.94,-0.3
2.96,-0.28
2.98,-0.3
3.0,-0.3
3.02,-0.3
3.04,-0.3
3.06,-0.32
3.08,-0.32
3.1,-0.3
3.12,-0.32
3.14,-0.34
3.16,0.14
3.18,0.16
3.2,0.18
3.22,0.16
3.24,0.22
3.26,0.22
3.28,0.24
3.3,0.24
3.32,0.26
3.34,0.26
3.36,0.26
3.38,0.28
3.4,0.28
3.42,0.26
3.44,0.28
3.46,0.28
3.48,0.3
3.5,0.3
3.52,0.3
3.54,0.32
3.56,0.32
3.58,0.32
3.6,0.3
3.62,0.34
3.64,0.34
3.66,-0.1
3.68,-0.16
3.7,-0.18
3.72,-0.2
3.74,-0.22
3.76,-0.24
3.78,-0.24
3.8,-0.26
3.82,-0.24
3.84,-0.26
3.86,-0.26
3.88,-0.28
3.9,-0.3
3.92,-0.28
3.94,-0.28
3.96,-0.28
3.98,-0.3
4.0,-0.3
4.02,-0.32
4.04,-0.3
4.06,-0.32
4.08,-0.32
4.1,-0.34
4.12,-0.34
4.14,-0.32
4.16,0.14
4.18,0.18
4.2,0.18
4.22,0.18
4.24,0.22
4.26,0.22
4.28,0.24
4.3,0.24
4.32,0.26
4.34,0.26
4.36,0.28
4.38,0.28
4.4,0.28
4.42,0.28
4.44,0.3
4.46,0.28
4.48,0.3
4.5,0.3
4.52,0.3
4.54,0.32
4.56,0.34
4.58,0.32
4.6,0.34
4.62,0.32
4.64,0.32
4.66,-0.14
