tiempo,voltaje
2.34,1.14
2.36,1.3
2.38,1.36
2.4,1.12
2.42,1.18
2.44,0.92
2.46,1.08
2.48,1.22
2.5,1.06
2.52,0.9
2.54,0.92
2.56,1.06
2.58,1.18
2.6,1.06
2.62,0.9
2.64,0.9
2.66,0.88
2.68,1.12
2.7,1.12
2.72,0.94
2.74,0.82
2.76,0.86
2.78,1.06
2.8,1.06
2.82,0.86
2.84,-1.68
2.86,-1.14
2.88,-1.02
2.9,-1.08
2.92,-1.18
2.94,-1.28
2.96,-1.12
2.98,-0.96
3.0,-1.0
3.02,-1.14
3.04,-1.14
3.06,-1.14
3.08,-0.9
3.1,-0.74
3.12,-1.14
3.14,-1.1
3.16,-0.96
3.18,-0.76
3.2,-0.9
3.22,-0.98
3.24,-1.18
3.26,-1.04
3.28,-0.88
3.3,-0.8
3.32,-0.96
3.34,1.3
3.36,1.12
3.38,1.22
3.4,1.24
3.42,0.98
3.44,1.02
3.46,1.1
3.48,1.08
3.5,1.06
3.52,1.02
3.54,0.9
3.56,0.92
3.58,1.12
3.6,1.02
3.62,0.98
3.64,0.86
3.66,0.92
3.68,1.06
3.7,1.12
3.72,0.8
3.74,0.82
3.76,0.92
3.78,1.0
3.8,1.12
3.82,0.8
3.84,-1.6
3.86,-1.22
3.88,-1.04
3.9,-1.02
3.92,-1.28
3.94,-1.32
3.96,-1.0
3.98,-0.94
4.0,-0.98
4.02,-1.08
4.04,-1.26
4.06,-1.1
4.08,-0.9
4.1,-0.94
4.12,-1.02
4.14,-1.24
4.16,-0.92
4.18,-0.9
4.2,-0.78
4.22,-1.06
4.24,-1.14
4.26,-1.04
4.28,-0.84
4.3,-0.9
4.32,-1.04
4.34,1.28
4.36,1.2
4.38,1.22
4.4,1.16
4.42,1.06
4.44,0.88
4.46,1.08
4.48,1.18
4.5,1.08
4.52,0.86
4.54,0.96
4.56,1.02
4.58,1.14
4.6,1.02
4.62,0.86
4.64,0.98
4.66,0.92
4.68,1.12
4.7,1.14
4.72,0.9
4.74,0.88
4.76,1.0
4.78,1.12
4.8,1.02
4.82,0.82
4.84,-1.66
4.86,-1.22
4.88,-1.04
4.9,-1.0
4.92,-1.14
4.94,-1.16
4.96,-1.06
4.98,-0.88
5.0,-0.8
5.02,-1.18
5.04,-1.12
5.06,-1.0
5.08,-0.82
5.1,-0.9
5.12,-1.18
5.14,-1.08
5.16,-1.1
5.18,-0.94
5.2,-0.92
5.22,-1.1
5.24,-1.0
5.26,-0.94
5.28,-0.94
5.3,-0.86
5.32,-1.04
5.34,1.22
5.36,1.22
5.38,1.22
5.4,1.2
5.42,1.12
5.44,0.98
5.46,1.0
5.48,1.14
5.5,1.06
5.52,0.98
5.54,0.82
5.56,0.88
5.58,1.2
5.6,1.14
5.62,0.86
5.64,0.88
5.66,0.92
5.68,1.02
5.7,1.0
5.72,0.92
5.74,0.92
5.76,0.86
5.78,1.06
5.8,0.98
5.82,0.98
5.84,-1.5
5.86,-1.16
5.88,-1.06
5.9,-1.04
5.92,-1.2
5.94,-1.12
5.96,-1.12
5.98,-0.88
6.0,-0.8
6.02,-1.06
6.04,-1.24
6.06,-1.14
6.08,-0.94
6.1,-0.8
6.12,-1.04
6.14,-1.06
6.16,-1.0
6.18,-0.98
6.2,-0.86
6.22,-0.92
6.24,-1.1
6.26,-0.88
6.28,-0.84
6.3,-0.92
6.32,-0.94
6.34,1.22
6.36,1.12
6.38,1.26
6.4,1.22
6.42,1.02
6.44,0.9
6.46,1.06
6.48,1.14
6.5,1.02
6.52,0.9
6.54,0.92
6.56,1.06
6.58,1.18
6.6,1.1
6.62,0.92
6.64,0.88
6.66,1.02
6.68,1.16
6.7,1.2
6.72,1.06
6.74,0.82
6.76,0.92
6.78,1.02
6.8,1.06
6.82,0.92
6.84,-1.7
6.86,-1.2
