tiempo,voltaje
2.82,0.36
2.84,0.44
2.86,0.44
2.88,0.48
2.9,0.48
2.92,0.48
2.94,0.48
2.96,0.48
2.98,0.48
3.0,0.52
3.02,0.48
3.04,0.48
3.06,0.48
3.08,0.52
3.1,0.52
3.12,0.52
3.14,0.52
3.16,0.52
3.18,0.52
3.2,0.52
3.22,0.52
3.24,0.48
3.26,0.52
3.28,0.52
3.3,0.52
3.32,-0.4
3.34,-0.4
3.36,-0.48
3.38,-0.44
3.4,-0.48
3.42,-0.48
3.44,-0.48
3.46,-0.52
3.48,-0.48
3.5,-0.48
3.52,-0.48
3.54,-0.52
3.56,-0.48
3.58,-0.48
3.6,-0.48
3.62,-0.52
3.64,-0.52
3.66,-0.48
3.68,-0.48
3.7,-0.48
3.72,-0.52
3.74,-0.52
3.76,-0.48
3.78,-0.48
3.8,-0.52
3.82,0.4
3.84,0.44
3.86,0.48
3.88,0.48
3.9,0.48
3.92,0.48
3.94,0.48
3.96,0.52
3.98,0.52
4.0,0.52
4.02,0.48
4.04,0.52
4.06,0.48
4.08,0.48
4.1,0.52
4.12,0.48
4.14,0.52
4.16,0.48
4.18,0.56
4.2,0.48
4.22,0.52
4.24,0.52
4.26,0.52
4.28,0.52
4.3,0.52
4.32,-0.4
4.34,-0.44
4.36,-0.44
4.38,-0.48
4.4,-0.44
4.42,-0.48
4.44,-0.48
4.46,-0.48
4.48,-0.52
4.5,-0.48
4.52,-0.48
4.54,-0.48
4.56,-0.52
4.58,-0.48
4.6,-0.48
4.62,-0.52
4.64,-0.48
4.66,-0.48
4.68,-0.48
4.7,-0.52
4.72,-0.52
4.74,-0.48
4.76,-0.52
4.78,-0.48
4.8,-0.52
4.82,0.4
4.84,0.44
4.86,0.48
4.88,0.48
4.9,0.48
4.92,0.48
4.94,0.48
4.96,0.52
4.98,0.52
5.0,0.52
5.02,0.48
5.04,0.52
5.06,0.52
5.08,0.52
5.1,0.48
5.12,0.48
5.14,0.48
5.16,0.48
5.18,0.52
5.2,0.52
5.22,0.52
5.24,0.52
5.26,0.52
5.28,0.52
5.3,0.52
5.32,-0.4
5.34,-0.44
5.36,-0.44
5.38,-0.44
5.4,-0.48
5.42,-0.48
5.44,-0.48
5.46,-0.48
5.48,-0.48
5.5,-0.48
5.52,-0.48
5.54,-0.48
5.56,-0.52
5.58,-0.48
5.6,-0.48
5.62,-0.52
5.64,-0.52
5.66,-0.52
5.68,-0.52
5.7,-0.52
5.72,-0.52
5.74,-0.48
5.76,-0.48
5.78,-0.52
5.8,-0.52
5.82,0.4
5.84,0.48
5.86,0.48
5.88,0.48
5.9,0.48
5.92,0.48
5.94,0.48
5.96,0.48
5.98,0.48
6.0,0.48
6.02,0.48
6.04,0.48
6.06,0.52
6.08,0.48
6.1,0.52
6.12,0.52
6.14,0.52
6.16,0.48
6.18,0.48
6.2,0.52
6.22,0.52
6.24,0.52
6.26,0.52
6.28,0.52
6.3,-0.24
6.32,-0.44
6.34,-0.44
6.36,-0.48
6.38,-0.48
6.4,-0.48
6.42,-0.48
6.44,-0.52
6.46,-0.48
6.48,-0.48
6.5,-0.52
6.52,-0.48
6.54,-0.48
6.56,-0.52
6.58,-0.52
6.6,-0.48
6.62,-0.52
6.64,-0.48
6.66,-0.48
6.68,-0.52
6.7,-0.52
6.72,-0.48
6.74,-0.48
6.76,-0.48
6.78,-0.52
6.8,0.32
6.82,0.44
6.84,0.48
6.86,0.48
6.88,0.48
6.9,0.48
6.92,0.48
6.94,0.48
6.96,0.52
6.98,0.48
7.0,0.48
7.02,0.48
7.04,0.52
7.06,0.52
7.08,0.48
7.1,0.52
7.12,0.52
7.14,0.48
7.16,0.52
7.18,0.52
7.2,0.48
7.22,0.52
7.24,0.52
7.26,0.52
7.28,0.48
7.3,-0.4
7.32,-0.44
7.34,-0.48
7.36,-0.48
7.38,-0.48
7.4,-0.48
7.42,-0.52
7.44,-0.48
7.46,-0.48
7.48,-0.48
7.5,-0.52
7.52,-0.48
7.54,-0.52
7.56,-0.52
7.58,-0.48
7.6,-0.48
7.62,-0.52
7.64,-0.48
7.66,-0.48
7.68,-0.48
7.7,-0.52
7.72,-0.52
7.74,-0.52
7.76,-0.48
7.78,-0.52
7.8,0.36
7.82,0.44
7.84,0.48
7.86,0.48
7.88,0.48
7.9,0.48
7.92,0.48
7.94,0.52
7.96,0.52
7.98,0.48
8.0,0.48
8.02,0.48
8.04,0.48
8.06,0.48
8.08,0.48
8.1,0.48
8.12,0.52
8.14,0.52
8.16,0.48
8.18,0.52
8.2,0.52
8.22,0.48
8.24,0.48
8.26,0.52
8.28,0.52
8.3,-0.4
8.32,-0.4
8.34,-0.44
8.36,-0.48
8.38,-0.48
8.4,-0.48
8.42,-0.48
8.44,-0.48
8.46,-0.52
8.48,-0.48
8.5,-0.48
8.52,-0.52
8.54,-0.52
8.56,-0.48
8.58,-0.52
8.6,-0.48
8.62,-0.52
8.64,-0.48
8.66,-0.52
8.68,-0.52
8.7,-0.48
8.72,-0.52
8.74,-0.48
8.76,-0.52
8.78,-0.48
8.8,0.44
8.82,0.44
8.84,0.48
8.86,0.48
8.88,0.48
8.9,0.48
8.92,0.48
8.94,0.48
8.96,0.52
8.98,0.48
9.0,0.48
9.02,0.52
9.04,0.52
9.06,0.52
9.08,0.48
9.1,0.52
9.12,0.48
9.14,0.48
9.16,0.52
9.18,0.52
9.2,0.52
9.22,0.52
9.24,0.52
9.26,0.48
9.28,0.52
9.3,-0.4
9.32,-0.44
9.34,-0.44
9.36,-0.44
9.38,-0.48
9.4,-0.48
9.42,-0.48
9.44,-0.48
9.46,-0.48
9.48,-0.48
9.5,-0.48
9.52,-0.48
9.54,-0.48
9.56,-0.52
9.58,-0.48
9.6,-0.52
9.62,-0.48
9.64,-0.52
9.66,-0.52
9.68,-0.48
9.7,-0.52
9.72,-0.52
9.74,-0.52
9.76,-0.52
9.78,-0.52
9.8,0.44
9.82,0.48
9.84,0.48
9.86,0.48
9.88,0.48
9.9,0.48
9.92,0.48
9.94,0.48
9.96,0.48
9.98,0.48
10.0,0.48
10.02,0.48
10.04,0.48
10.06,0.48
10.08,0.52
10.1,0.52
10.12,0.48
10.14,0.48
10.16,0.52
10.18,0.52
10.2,0.48
10.22,0.52
10.24,0.52
10.26,0.52
10.28,0.52
10.3,-0.44
10.32,-0.44
10.34,-0.48
10.36,-0.48
10.38,-0.52
10.4,-0.48
10.42,-0.48
10.44,-0.48
10.46,-0.48
10.48,-0.52
10.5,-0.48
10.52,-0.52
10.54,-0.48
10.56,-0.48
10.58,-0.48
10.6,-0.48
10.62,-0.52
10.64,-0.52
10.66,-0.48
10.68,-0.48
10.7,-0.52
10.72,-0.48
10.74,-0.52
10.76,-0.48
10.78,0.24
10.8,0.44
10.82,0.48
10.84,0.48
10.86,0.48
10.88,0.48
10.9,0.52
10.92,0.52
10.94,0.48
10.96,0.48
10.98,0.48
11.0,0.48
11.02,0.48
11.04,0.48
11.06,0.52
11.08,0.48
11.1,0.48
11.12,0.48
11.14,0.52
11.16,0.52
11.18,0.52
11.2,0.52
11.22,0.52
11.24,0.52
11.26,0.48
11.28,-0.36
11.3,-0.4
11.32,-0.44
11.34,-0.48
11.36,-0.48
11.38,-0.48
11.4,-0.48
11.42,-0.52
11.44,-0.48
11.46,-0.48
11.48,-0.48
11.5,-0.52
11.52,-0.48
11.54,-0.48
11.56,-0.48
11.58,-0.48
11.6,-0.52
11.62,-0.48
11.64,-0.48
11.66,-0.52
11.68,-0.48
11.7,-0.48
11.72,-0.52
11.74,-0.48
11.76,-0.52
11.78,0.36
11.8,0.48
11.82,0.44
