tiempo,voltaje
2.82,1.44
2.84,1.28
2.86,1.2
2.88,1.2
2.9,1.2
2.92,1.2
2.94,1.12
2.96,1.12
2.98,1.12
3.0,1.12
3.02,1.04
3.04,1.04
3.06,1.04
3.08,1.12
3.1,1.04
3.12,0.96
3.14,0.96
3.16,1.04
3.18,1.04
3.2,1.04
3.22,0.96
3.24,0.88
3.26,0.96
3.28,0.88
3.3,1.04
3.32,-1.36
3.34,-1.36
3.36,-1.12
3.38,-1.12
3.4,-1.12
3.42,-1.12
3.44,-1.12
3.46,-1.04
3.48,-0.96
3.5,-1.04
3.52,-0.96
3.54,-0.96
3.56,-1.04
3.58,-1.04
3.6,-0.96
3.62,-0.96
3.64,-0.88
3.66,-0.88
3.68,-0.88
3.7,-0.88
3.72,-0.88
3.74,-0.88
3.76,-0.96
3.78,-0.8
3.8,-0.8
3.82,1.44
3.84,1.36
3.86,1.28
3.88,1.2
3.9,1.2
3.92,1.2
3.94,1.2
3.96,1.2
3.98,1.04
4.0,1.12
4.02,1.12
4.04,1.04
4.06,1.04
4.08,1.12
4.1,1.04
4.12,1.12
4.14,0.96
4.16,0.96
4.18,1.04
4.2,1.04
4.22,0.88
4.24,0.96
4.26,0.96
4.28,0.96
4.3,0.96
4.32,-1.36
4.34,-1.28
4.36,-1.12
4.38,-1.12
4.4,-1.12
4.42,-1.04
4.44,-1.12
4.46,-1.04
4.48,-0.96
4.5,-0.96
4.52,-1.04
4.54,-1.04
4.56,-0.96
4.58,-1.04
4.6,-0.96
4.62,-0.96
4.64,-0.96
4.66,-0.88
4.68,-0.88
4.7,-0.88
4.72,-0.96
4.74,-0.88
4.76,-0.8
4.78,-0.88
4.8,-0.88
4.82,1.36
4.84,1.28
4.86,1.28
4.88,1.2
4.9,1.12
4.92,1.12
4.94,1.12
4.96,1.2
4.98,1.12
5.0,1.12
5.02,1.12
5.04,1.04
5.06,1.04
5.08,1.12
5.1,1.04
5.12,1.04
5.14,1.04
5.16,0.96
5.18,0.96
5.2,1.04
5.22,0.96
5.24,0.96
5.26,0.96
5.28,0.96
5.3,0.88
5.32,-1.36
5.34,-1.2
5.36,-1.2
5.38,-1.04
5.4,-1.12
5.42,-1.12
5.44,-1.12
5.46,-0.96
5.48,-0.96
5.5,-1.04
5.52,-1.04
5.54,-1.04
5.56,-0.96
5.58,-0.96
5.6,-0.88
5.62,-0.96
5.64,-0.96
5.66,-0.96
5.68,-0.88
5.7,-0.88
5.72,-0.88
5.74,-0.88
5.76,-0.8
5.78,-0.88
5.8,-0.8
5.82,1.44
5.84,1.28
5.86,1.2
5.88,1.2
5.9,1.2
5.92,1.12
5.94,1.12
5.96,1.12
5.98,1.04
6.0,1.2
6.02,1.04
6.04,1.04
6.06,1.04
6.08,1.04
6.1,0.96
6.12,1.04
6.14,1.04
6.16,1.12
6.18,1.04
6.2,1.04
6.22,0.96
6.24,0.96
6.26,1.04
6.28,0.96
6.3,0.88
6.32,-1.36
6.34,-1.2
6.36,-1.2
6.38,-1.12
6.4,-1.12
6.42,-1.2
6.44,-1.04
6.46,-1.12
6.48,-0.96
6.5,-0.96
6.52,-1.04
6.54,-0.96
6.56,-0.96
6.58,-0.88
6.6,-0.96
6.62,-0.88
6.64,-0.96
6.66,-0.88
6.68,-0.88
6.7,-0.8
6.72,-0.88
6.74,-0.88
6.76,-0.88
6.78,-0.88
6.8,1.68
6.82,1.44
6.84,1.28
6.86,1.2
6.88,1.2
