tiempo,voltaje
2.22,0.6
2.24,0.52
2.26,0.48
2.28,0.4
2.3,0.36
2.32,0.44
2.34,0.44
2.36,0.4
2.38,0.36
2.4,0.36
2.42,0.4
2.44,0.4
2.46,0.36
2.48,0.32
2.5,0.36
2.52,0.4
2.54,0.4
2.56,0.36
2.58,0.36
2.6,0.32
2.62,0.4
2.64,0.4
2.66,0.32
2.68,0.32
2.7,0.32
2.72,-0.52
2.74,-0.44
2.76,-0.44
2.78,-0.44
2.8,-0.4
2.82,-0.36
2.84,-0.32
2.86,-0.36
2.88,-0.4
2.9,-0.36
2.92,-0.36
2.94,-0.32
2.96,-0.36
2.98,-0.32
3.0,-0.32
3.02,-0.36
3.04,-0.32
3.06,-0.36
3.08,-0.4
3.1,-0.36
3.12,-0.32
3.14,-0.32
3.16,-0.32
3.18,-0.36
3.2,-0.36
3.22,0.52
3.24,0.48
3.26,0.44
3.28,0.4
3.3,0.4
3.32,0.44
3.34,0.44
3.36,0.44
3.38,0.36
3.4,0.36
3.42,0.36
3.44,0.4
3.46,0.4
3.48,0.36
3.5,0.4
3.52,0.36
3.54,0.4
3.56,0.36
3.58,0.32
3.6,0.36
3.62,0.36
3.64,0.4
3.66,0.36
3.68,0.32
3.7,0.32
3.72,-0.52
3.74,-0.44
3.76,-0.4
3.78,-0.48
3.8,-0.44
3.82,-0.4
3.84,-0.36
3.86,-0.4
3.88,-0.44
3.9,-0.36
3.92,-0.32
3.94,-0.32
3.96,-0.36
3.98,-0.4
4.0,-0.4
4.02,-0.32
4.04,-0.28
4.06,-0.32
4.08,-0.36
4.1,-0.36
4.12,-0.32
4.14,-0.28
4.16,-0.32
4.18,-0.36
4.2,-0.36
4.22,0.56
4.24,0.52
4.26,0.44
4.28,0.4
4.3,0.4
4.32,0.4
4.34,0.44
4.36,0.4
4.38,0.36
4.4,0.36
4.42,0.4
4.44,0.4
4.46,0.36
4.48,0.32
4.5,0.36
4.52,0.4
4.54,0.44
4.56,0.4
4.58,0.32
4.6,0.36
4.62,0.36
4.64,0.4
4.66,0.4
4.68,0.32
4.7,0.36
4.72,-0.52
4.74,-0.4
4.76,-0.44
4.78,-0.44
4.8,-0.4
4.82,-0.4
4.84,-0.36
4.86,-0.36
4.88,-0.4
4.9,-0.4
4.92,-0.36
4.94,-0.32
4.96,-0.32
4.98,-0.36
5.0,-0.36
5.02,-0.32
5.04,-0.32
5.06,-0.32
5.08,-0.36
5.1,-0.36
5.12,-0.32
5.14,-0.32
5.16,-0.32
5.18,-0.36
5.2,-0.4
5.22,0.52
5.24,0.52
5.26,0.44
5.28,0.4
5.3,0.4
5.32,0.44
5.34,0.44
5.36,0.4
5.38,0.36
5.4,0.36
5.42,0.44
5.44,0.4
5.46,0.4
5.48,0.36
5.5,0.36
5.52,0.36
5.54,0.4
5.56,0.32
5.58,0.32
5.6,0.36
5.62,0.32
5.64,0.4
5.66,0.36
5.68,0.32
5.7,0.32
5.72,-0.48
5.74,-0.44
5.76,-0.4
5.78,-0.48
5.8,-0.4
5.82,-0.36
5.84,-0.36
5.86,-0.36
5.88,-0.4
5.9,-0.4
5.92,-0.36
5.94,-0.32
5.96,-0.32
5.98,-0.4
6.0,-0.36
6.02,-0.32
6.04,-0.28
6.06,-0.32
6.08,-0.36
6.1,-0.36
6.12,-0.32
6.14,-0.28
6.16,-0.36
6.18,-0.36
6.2,-0.32
6.22,0.56
6.24,0.48
6.26,0.44
6.28,0.4
6.3,0.4
6.32,0.44
6.34,0.44
6.36,0.44
6.38,0.36
6.4,0.36
6.42,0.36
6.44,0.4
6.46,0.36
6.48,0.36
6.5,0.36
6.52,0.36
6.54,0.36
6.56,0.36
6.58,0.32
6.6,0.36
6.62,0.36
6.64,0.4
6.66,0.36
6.68,0.32
6.7,0.32
6.72,-0.48
6.74,-0.4
6.76,-0.44
6.78,-0.44
6.8,-0.44
6.82,-0.4
6.84,-0.36
6.86,-0.36
6.88,-0.4
6.9,-0.4
6.92,-0.36
6.94,-0.32
6.96,-0.32
6.98,-0.36
7.0,-0.36
7.02,-0.32
7.04,-0.32
7.06,-0.32
7.08,-0.36
7.1,-0.36
7.12,-0.28
7.14,-0.28
7.16,-0.32
7.18,-0.32
7.2,-0.36
7.22,0.52
7.24,0.48
7.26,0.44
7.28,0.4
7.3,0.4
7.32,0.44
7.34,0.44
7.36,0.4
7.38,0.36
7.4,0.36
7.42,0.36
7.44,0.4
7.46,0.36
7.48,0.32
7.5,0.36
7.52,0.36
7.54,0.4
7.56,0.36
7.58,0.32
7.6,0.36
7.62,0.36
7.64,0.36
7.66,0.4
7.68,0.32
7.7,0.36
7.72,-0.48
7.74,-0.4
7.76,-0.4
7.78,-0.4
7.8,-0.44
7.82,-0.4
7.84,-0.36
7.86,-0.36
7.88,-0.36
7.9,-0.36
7.92,-0.4
7.94,-0.32
7.96,-0.32
7.98,-0.4
8.0,-0.32
8.02,-0.32
8.04,-0.32
8.06,-0.28
8.08,-0.36
8.1,-0.36
8.12,-0.36
8.14,-0.28
8.16,-0.32
8.18,-0.32
8.2,0.64
8.22,0.48
8.24,0.52
8.26,0.44
8.28,0.44
8.3,0.36
8.32,0.4
8.34,0.4
8.36,0.4
8.38,0.36
8.4,0.36
8.42,0.4
8.44,0.4
8.46,0.4
8.48,0.36
8.5,0.36
8.52,0.36
8.54,0.4
8.56,0.36
8.58,0.32
8.6,0.32
8.62,0.36
8.64,0.44
8.66,0.36
8.68,0.32
8.7,-0.6
8.72,-0.52
8.74,-0.4
8.76,-0.4
8.78,-0.4
8.8,-0.4
8.82,-0.4
8.84,-0.36
8.86,-0.4
8.88,-0.4
8.9,-0.36
8.92,-0.36
8.94,-0.28
8.96,-0.36
8.98,-0.36
9.0,-0.32
9.02,-0.4
9.04,-0.28
9.06,-0.32
9.08,-0.36
9.1,-0.36
9.12,-0.36
9.14,-0.28
9.16,-0.32
9.18,-0.36
9.2,0.52
9.22,0.52
9.24,0.48
9.26,0.44
9.28,0.4
9.3,0.4
9.32,0.4
9.34,0.44
9.36,0.44
9.38,0.36
9.4,0.36
9.42,0.4
9.44,0.4
9.46,0.4
9.48,0.36
9.5,0.36
9.52,0.4
9.54,0.4
9.56,0.4
9.58,0.36
9.6,0.32
9.62,0.36
9.64,0.36
9.66,0.36
9.68,0.32
9.7,-0.6
9.72,-0.48
9.74,-0.4
9.76,-0.4
9.78,-0.44
9.8,-0.4
9.82,-0.36
9.84,-0.32
9.86,-0.32
9.88,-0.36
9.9,-0.4
9.92,-0.36
9.94,-0.32
9.96,-0.32
9.98,-0.4
10.0,-0.36
10.02,-0.32
10.04,-0.32
10.06,-0.32
10.08,-0.36
10.1,-0.32
10.12,-0.28
10.14,-0.28
10.16,-0.28
10.18,-0.36
10.2,0.52
10.22,0.48
10.24,0.48
10.26,0.48
10.28,0.4
10.3,0.4
10.32,0.36
10.34,0.44
10.36,0.44
10.38,0.36
10.4,0.36
10.42,0.36
10.44,0.4
10.46,0.4
10.48,0.36
10.5,0.36
10.52,0.36
10.54,0.4
10.56,0.4
10.58,0.32
10.6,0.36
10.62,0.32
10.64,0.36
10.66,0.4
10.68,0.32
10.7,-0.56
10.72,-0.48
10.74,-0.4
10.76,-0.4
10.78,-0.44
10.8,-0.4
10.82,-0.36
10.84,-0.36
10.86,-0.32
10.88,-0.4
10.9,-0.4
10.92,-0.32
10.94,-0.32
10.96,-0.32
10.98,-0.36
11.0,-0.36
11.02,-0.32
11.04,-0.28
11.06,-0.32
11.08,-0.36
11.1,-0.36
11.12,-0.36
11.14,-0.32
11.16,-0.32
11.18,-0.36
11.2,0.52
11.22,0.48
11.24,0.48
11.26,0.44
11.28,0.36
11.3,0.36
11.32,0.36
11.34,0.44
11.36,0.44
11.38,0.36
11.4,0.32
11.42,0.4
11.44,0.4
11.46,0.4
11.48,0.36
11.5,0.36
11.52,0.36
11.54,0.4
11.56,0.4
11.58,0.32
11.6,0.32
11.62,0.32
11.64,0.36
11.66,0.36
11.68,0.36
11.7,-0.52
11.72,-0.44
11.74,-0.4
11.76,-0.4
11.78,-0.4
11.8,-0.4
11.82,-0.36
11.84,-0.36
11.86,-0.32
11.88,-0.36
11.9,-0.4
11.92,-0.36
11.94,-0.32
11.96,-0.32
11.98,-0.4
12.0,-0.4
12.02,-0.36
12.04,-0.32
12.06,-0.32
12.08,-0.36
12.1,-0.36
12.12,-0.32
12.14,-0.32
12.16,-0.32
12.18,-0.32
12.2,0.52
12.22,0.44
12.24,0.52
12.26,0.44
12.28,0.36
12.3,0.4
12.32,0.4
12.34,0.4
12.36,0.4
12.38,0.4
12.4,0.36
12.42,0.36
12.44,0.4
12.46,0.4
12.48,0.36
12.5,0.32
12.52,0.36
12.54,0.4
12.56,0.4
12.58,0.32
12.6,0.32
12.62,0.36
12.64,0.36
12.66,0.4
12.68,0.32
12.7,-0.52
12.72,-0.48
12.74,-0.4
12.76,-0.36
12.78,-0.4
12.8,-0.4
12.82,-0.4
12.84,-0.32
12.86,-0.36
12.88,-0.4
12.9,-0.4
12.92,-0.36
12.94,-0.32
12.96,-0.32
12.98,-0.36
13.0,-0.36
13.02,-0.36
13.04,-0.32
13.06,-0.28
13.08,-0.36
13.1,-0.4
13.12,-0.32
13.14,-0.32
13.16,-0.32
13.18,-0.36
13.2,0.48
13.22,0.44
13.24,0.48
13.26,0.44
13.28,0.4
13.3,0.36
13.32,0.44
13.34,0.44
13.36,0.4
13.38,0.36
13.4,0.36
13.42,0.36
13.44,0.4
13.46,0.4
13.48,0.36
13.5,0.32
13.52,0.36
13.54,0.4
13.56,0.4
13.58,0.36
13.6,0.32
13.62,0.32
13.64,0.4
13.66,0.4
13.68,0.28
13.7,-0.52
13.72,-0.48
13.74,-0.4
13.76,-0.36
13.78,-0.4
13.8,-0.4
13.82,-0.4
13.84,-0.32
13.86,-0.32
13.88,-0.4
13.9,-0.4
13.92,-0.36
13.94,-0.32
